CODGEO;sous_seg1;Seg1
59522;3_3;3.0
595220000;3_3;3.0
59523;5;5.0
595230000;5;5.0
59524;5;5.0
595240000;5;5.0
59525;4;4.0
595250000;4;4.0
595260101;3_1;3.0
595260102;4;4.0
595260103;8_1;8.0
595260104;3_1;3.0
595260105;5;5.0
595260106;3_3;3.0
595270101;6_2;6.0
595270102;7_1;7.0
595270103;6_1;6.0
595270104;6_1;6.0
595270105;6_1;6.0
595270106;7_1;7.0
59528;3_2;3.0
595280000;3_2;3.0
59529;1;1.0
595290000;1;1.0
59530;1;1.0
595300000;1;1.0
59531;2_1;2.0
595310000;2_1;2.0
59532;2_2;2.0
595320000;2_2;2.0
59533;2_3;2.0
595330000;2_3;2.0
59534;1;1.0
595340000;1;1.0
59535;3_1;3.0
595350000;3_1;3.0
59536;3_1;3.0
595360000;3_1;3.0
59537;1;1.0
595370000;1;1.0
59538;3_3;3.0
595380000;3_3;3.0
59539;2_3;2.0
595390000;2_3;2.0
59541;3_1;3.0
595410000;3_1;3.0
59542;1;1.0
595420000;1;1.0
59543;3_2;3.0
595430000;3_2;3.0
595440101;3_1;3.0
595440103;4;4.0
595440104;4;4.0
595440105;3_2;3.0
59545;2_3;2.0
595450000;2_3;2.0
59546;2_3;2.0
595460000;2_3;2.0
59547;2_2;2.0
595470000;2_2;2.0
59548;2_1;2.0
595480000;2_1;2.0
59549;1;1.0
595490000;1;1.0
59550;4;4.0
595500000;4;4.0
59551;3_3;3.0
595510000;3_3;3.0
59552;3_2;3.0
595520000;3_2;3.0
59553;6_2;6.0
595530000;6_2;6.0
59554;3_3;3.0
595540000;3_3;3.0
59555;5;5.0
595550000;5;5.0
59556;2_2;2.0
595560000;2_2;2.0
59557;4;4.0
595570000;4;4.0
59558;4;4.0
595580000;4;4.0
59559;3_1;3.0
595590000;3_1;3.0
595600101;8_2;8.0
595600102;5;5.0
595600201;5;5.0
595600202;6_2;6.0
595600203;3_3;3.0
59562;2_2;2.0
595620000;2_2;2.0
59563;1;1.0
595630000;1;1.0
59564;5;5.0
595640000;5;5.0
59565;3_3;3.0
595650000;3_3;3.0
59566;6_2;6.0
595660000;6_2;6.0
59567;3_3;3.0
595670000;3_3;3.0
59568;1;1.0
595680000;1;1.0
595690101;5;5.0
595690102;4;4.0
595690103;4;4.0
595690104;4;4.0
595690105;4;4.0
595690106;4;4.0
59570;5;5.0
595700000;5;5.0
59571;8_1;8.0
595710000;8_1;8.0
59572;4;4.0
595720000;4;4.0
59573;1;1.0
595730000;1;1.0
595740101;3_1;3.0
595740102;5;5.0
595740103;3_1;3.0
595740104;5;5.0
59575;3_3;3.0
595750000;3_3;3.0
59576;3_3;3.0
595760000;3_3;3.0
59577;3_3;3.0
595770000;3_3;3.0
59578;2_3;2.0
595780000;2_3;2.0
59579;3_3;3.0
595790000;3_3;3.0
59580;5;5.0
595800000;5;5.0
59581;3_1;3.0
595810000;3_1;3.0
59582;3_3;3.0
595820000;3_3;3.0
59583;1;1.0
595830000;1;1.0
59584;1;1.0
595840000;1;1.0
59585;6_2;6.0
595850000;6_2;6.0
59586;5;5.0
595860000;5;5.0
59587;3_1;3.0
595870000;3_1;3.0
59588;5;5.0
595880000;5;5.0
59589;4;4.0
595890000;4;4.0
59590;3_3;3.0
595900000;3_3;3.0
59591;3_2;3.0
595910000;3_2;3.0
59592;5;5.0
595920000;5;5.0
59593;3_3;3.0
595930000;3_3;3.0
59594;1;1.0
595940000;1;1.0
59595;3_3;3.0
595950000;3_3;3.0
59596;3_3;3.0
595960000;3_3;3.0
59597;4;4.0
595970000;4;4.0
59598;4;4.0
595980000;4;4.0
595990101;6_2;6.0
595990102;6_2;6.0
595990103;4;4.0
595990201;6_2;6.0
595990202;6_2;6.0
595990301;6_1;6.0
595990302;6_1;6.0
595990303;6_1;6.0
595990401;6_1;6.0
595990402;6_1;6.0
595990403;6_1;6.0
595990501;6_1;6.0
595990502;6_1;6.0
595990503;6_2;6.0
595990601;6_1;6.0
595990602;6_1;6.0
595990603;6_1;6.0
595990701;6_1;6.0
595990801;4;4.0
595990802;4;4.0
595990901;6_1;6.0
595990902;8_1;8.0
595991001;6_2;6.0
595991002;6_1;6.0
595991003;6_1;6.0
595991004;6_1;6.0
595991005;4;4.0
595991101;4;4.0
595991102;4;4.0
595991103;4;4.0
595991201;4;4.0
595991202;6_1;6.0
595991203;5;5.0
595991204;6_1;6.0
595991301;4;4.0
595991302;3_3;3.0
595991401;4;4.0
595991402;3_3;3.0
595991403;4;4.0
595991501;4;4.0
595991502;4;4.0
59600;3_3;3.0
596000000;3_3;3.0
59601;5;5.0
596010000;5;5.0
59602;6_2;6.0
596020000;6_2;6.0
59603;5;5.0
596030000;5;5.0
59604;1;1.0
596040000;1;1.0
59605;3_3;3.0
596050000;3_3;3.0
596060101;5;5.0
596060102;4;4.0
596060201;6_1;6.0
596060202;6_1;6.0
596060203;4;4.0
596060301;4;4.0
596060302;4;4.0
596060303;4;4.0
596060401;8_1;8.0
596060402;8_2;8.0
596060403;8_1;8.0
596060501;4;4.0
596060502;6_1;6.0
596060601;6_1;6.0
596060602;4;4.0
59607;2_2;2.0
596070000;2_2;2.0
59608;3_1;3.0
596080000;3_1;3.0
59609;6_2;6.0
596090000;6_2;6.0
59610;3_3;3.0
596100000;3_3;3.0
59611;6_2;6.0
596110000;6_2;6.0
59612;2_2;2.0
596120000;2_2;2.0
59613;3_3;3.0
596130000;3_3;3.0
59614;3_1;3.0
596140000;3_1;3.0
59615;5;5.0
596150000;5;5.0
596160101;2_2;2.0
596160102;3_1;3.0
596160103;3_2;3.0
596160104;4;4.0
596160105;5;5.0
59617;3_3;3.0
596170000;3_3;3.0
59618;3_3;3.0
596180000;3_3;3.0
59619;2_2;2.0
596190000;2_2;2.0
59620;3_3;3.0
596200000;3_3;3.0
59622;3_1;3.0
596220000;3_1;3.0
59623;2_1;2.0
596230000;2_1;2.0
59624;5;5.0
596240000;5;5.0
59625;3_1;3.0
596250000;3_1;3.0
59626;3_3;3.0
596260000;3_3;3.0
59627;2_3;2.0
596270000;2_3;2.0
59628;2_3;2.0
596280000;2_3;2.0
59629;3_3;3.0
596290000;3_3;3.0
59630;4;4.0
596300000;4;4.0
59631;3_1;3.0
596310000;3_1;3.0
59632;5;5.0
596320000;5;5.0
59633;1;1.0
596330000;1;1.0
59634;3_2;3.0
596340000;3_2;3.0
59635;3_3;3.0
596350000;3_3;3.0
59636;8_1;8.0
596360000;8_1;8.0
59637;3_1;3.0
596370000;3_1;3.0
59638;1;1.0
596380000;1;1.0
59639;1;1.0
596390000;1;1.0
59640;1;1.0
596400000;1;1.0
59641;2_3;2.0
596410000;2_3;2.0
59642;3_3;3.0
596420000;3_3;3.0
59643;3_3;3.0
596430000;3_3;3.0
59645;3_3;3.0
596450000;3_3;3.0
596460101;6_2;6.0
596460102;6_2;6.0
596460103;6_2;6.0
596460201;6_2;6.0
596460202;7_1;7.0
596460203;6_2;6.0
596460301;6_2;6.0
596460302;6_2;6.0
59647;5;5.0
596470000;5;5.0
596480101;8_1;8.0
596480102;6_2;6.0
596480103;6_1;6.0
596480104;6_2;6.0
596480201;6_1;6.0
596480202;6_1;6.0
596480203;6_2;6.0
596480204;6_2;6.0
59649;1;1.0
596490000;1;1.0
596500101;6_2;6.0
596500102;4;4.0
596500103;4;4.0
596500104;4;4.0
596500201;4;4.0
596500202;4;4.0
596500301;6_1;6.0
596500302;6_1;6.0
596500303;3_3;3.0
596500304;3_3;3.0
596500401;5;5.0
596500402;5;5.0
596500403;4;4.0
596500501;4;4.0
596500601;3_3;3.0
596500602;3_3;3.0
596500603;3_3;3.0
596500604;3_3;3.0
596500605;4;4.0
59651;4;4.0
596510000;4;4.0
59652;3_3;3.0
596520000;3_3;3.0
59653;8_1;8.0
596530000;8_1;8.0
59654;8_1;8.0
596540000;8_1;8.0
59655;1;1.0
596550000;1;1.0
59656;5;5.0
596560000;5;5.0
59657;1;1.0
596570000;1;1.0
59658;3_3;3.0
596580000;3_3;3.0
59659;3_1;3.0
596590000;3_1;3.0
59660;4;4.0
596600000;4;4.0
59661;1;1.0
596610000;1;1.0
59662;2_3;2.0
596620000;2_3;2.0
59663;8_1;8.0
596630000;8_1;8.0
59664;3_1;3.0
596640000;3_1;3.0
59665;2_2;2.0
596650000;2_2;2.0
59666;2_3;2.0
596660000;2_3;2.0
59667;1;1.0
596670000;1;1.0
59668;3_1;3.0
596680000;3_1;3.0
59669;1;1.0
596690000;1;1.0
59670;3_3;3.0
596700000;3_3;3.0
60001;2_3;2.0
600010000;2_3;2.0
60002;3_3;3.0
600020000;3_3;3.0
60003;2_3;2.0
600030000;2_3;2.0
60004;2_1;2.0
600040000;2_1;2.0
60005;2_3;2.0
600050000;2_3;2.0
60006;3_1;3.0
600060000;3_1;3.0
60007;4;4.0
600070000;4;4.0
60008;1;1.0
600080000;1;1.0
60009;4;4.0
600090000;4;4.0
60010;3_2;3.0
600100000;3_2;3.0
60011;2_3;2.0
600110000;2_3;2.0
60012;3_1;3.0
600120000;3_1;3.0
60013;3_3;3.0
600130000;3_3;3.0
60014;1;1.0
600140000;1;1.0
60015;5;5.0
600150000;5;5.0
60016;1;1.0
600160000;1;1.0
60017;2_3;2.0
600170000;2_3;2.0
60018;1;1.0
600180000;1;1.0
60019;3_2;3.0
600190000;3_2;3.0
60020;2_2;2.0
600200000;2_2;2.0
60021;3_3;3.0
600210000;3_3;3.0
60022;3_3;3.0
600220000;3_3;3.0
60023;3_3;3.0
600230000;3_3;3.0
60024;3_3;3.0
600240000;3_3;3.0
60025;2_3;2.0
600250000;2_3;2.0
60026;1;1.0
600260000;1;1.0
60027;1;1.0
600270000;1;1.0
60028;3_3;3.0
600280000;3_3;3.0
60029;5;5.0
600290000;5;5.0
60030;3_3;3.0
600300000;3_3;3.0
60031;2_1;2.0
600310000;2_1;2.0
60032;2_3;2.0
600320000;2_3;2.0
60033;4;4.0
600330000;4;4.0
60034;2_3;2.0
600340000;2_3;2.0
60035;1;1.0
600350000;1;1.0
60036;2_3;2.0
600360000;2_3;2.0
60037;1;1.0
600370000;1;1.0
60038;1;1.0
600380000;1;1.0
60039;1;1.0
600390000;1;1.0
60040;2_2;2.0
600400000;2_2;2.0
60041;3_1;3.0
600410000;3_1;3.0
60042;3_1;3.0
600420000;3_1;3.0
60043;1;1.0
600430000;1;1.0
60044;3_3;3.0
600440000;3_3;3.0
60045;4;4.0
600450000;4;4.0
60046;1;1.0
600460000;1;1.0
60047;3_1;3.0
600470000;3_1;3.0
60048;3_3;3.0
600480000;3_3;3.0
60049;1;1.0
600490000;1;1.0
60050;2_2;2.0
600500000;2_2;2.0
60051;1;1.0
600510000;1;1.0
60052;1;1.0
600520000;1;1.0
60053;2_3;2.0
600530000;2_3;2.0
60054;1;1.0
600540000;1;1.0
60055;2_2;2.0
600550000;2_2;2.0
60056;3_3;3.0
600560000;3_3;3.0
600570101;8_2;8.0
600570102;8_2;8.0
600570201;5;5.0
600570202;3_2;3.0
600570301;3_2;3.0
600570302;5;5.0
600570303;4;4.0
600570401;3_2;3.0
600570402;5;5.0
600570403;4;4.0
600570404;3_2;3.0
600570405;4;4.0
600570501;5;5.0
600570601;8_2;8.0
600570701;3_2;3.0
600570702;4;4.0
600570703;4;4.0
600570704;3_2;3.0
60058;2_2;2.0
600580000;2_2;2.0
60059;1;1.0
600590000;1;1.0
60060;3_3;3.0
600600000;3_3;3.0
60061;1;1.0
600610000;1;1.0
60062;2_2;2.0
600620000;2_2;2.0
60063;3_3;3.0
600630000;3_3;3.0
60064;3_2;3.0
600640000;3_2;3.0
60065;3_1;3.0
600650000;3_1;3.0
60066;2_2;2.0
600660000;2_2;2.0
60067;1;1.0
600670000;1;1.0
60068;5;5.0
600680000;5;5.0
60069;2_3;2.0
600690000;2_3;2.0
60070;3_2;3.0
600700000;3_2;3.0
60071;2_2;2.0
600710000;2_2;2.0
60072;1;1.0
600720000;1;1.0
60073;2_3;2.0
600730000;2_3;2.0
60074;3_3;3.0
600740000;3_3;3.0
60075;1;1.0
600750000;1;1.0
60076;2_1;2.0
600760000;2_1;2.0
60077;1;1.0
600770000;1;1.0
60078;2_2;2.0
600780000;2_2;2.0
60079;2_3;2.0
600790000;2_3;2.0
60080;2_1;2.0
600800000;2_1;2.0
60081;3_3;3.0
600810000;3_3;3.0
60082;2_3;2.0
600820000;2_3;2.0
60083;2_3;2.0
600830000;2_3;2.0
60084;2_1;2.0
600840000;2_1;2.0
60085;1;1.0
600850000;1;1.0
60086;3_1;3.0
600860000;3_1;3.0
60087;2_3;2.0
600870000;2_3;2.0
60088;3_1;3.0
600880000;3_1;3.0
60089;2_2;2.0
600890000;2_2;2.0
60090;1;1.0
600900000;1;1.0
60091;2_1;2.0
600910000;2_1;2.0
60092;2_1;2.0
600920000;2_1;2.0
60093;1;1.0
600930000;1;1.0
60094;2_3;2.0
600940000;2_3;2.0
60095;1;1.0
600950000;1;1.0
60096;2_2;2.0
600960000;2_2;2.0
60097;1;1.0
600970000;1;1.0
60098;2_1;2.0
600980000;2_1;2.0
60099;3_3;3.0
600990000;3_3;3.0
60100;3_3;3.0
601000000;3_3;3.0
60101;2_3;2.0
601010000;2_3;2.0
60102;3_2;3.0
601020000;3_2;3.0
60103;5;5.0
601030000;5;5.0
60104;8_1;8.0
601040000;8_1;8.0
60105;1;1.0
601050000;1;1.0
60106;4;4.0
601060000;4;4.0
60107;5;5.0
601070000;5;5.0
60108;2_2;2.0
601080000;2_2;2.0
60109;2_2;2.0
601090000;2_2;2.0
60110;1;1.0
601100000;1;1.0
60111;1;1.0
601110000;1;1.0
60112;2_1;2.0
601120000;2_1;2.0
60113;2_1;2.0
601130000;2_1;2.0
60114;2_3;2.0
601140000;2_3;2.0
60115;2_3;2.0
601150000;2_3;2.0
60116;4;4.0
601160000;4;4.0
60117;1;1.0
601170000;1;1.0
60118;1;1.0
601180000;1;1.0
60119;3_1;3.0
601190000;3_1;3.0
60120;3_2;3.0
601200000;3_2;3.0
60121;1;1.0
601210000;1;1.0
60122;2_3;2.0
601220000;2_3;2.0
60123;1;1.0
601230000;1;1.0
60124;1;1.0
601240000;1;1.0
60125;3_3;3.0
601250000;3_3;3.0
60126;1;1.0
601260000;1;1.0
60127;1;1.0
601270000;1;1.0
60128;3_1;3.0
601280000;3_1;3.0
60129;2_3;2.0
601290000;2_3;2.0
60130;3_3;3.0
601300000;3_3;3.0
60131;2_1;2.0
601310000;2_1;2.0
60132;1;1.0
601320000;1;1.0
60133;2_1;2.0
601330000;2_1;2.0
60134;5;5.0
601340000;5;5.0
60135;3_2;3.0
601350000;3_2;3.0
60136;2_2;2.0
601360000;2_2;2.0
60137;1;1.0
601370000;1;1.0
60138;3_1;3.0
601380000;3_1;3.0
60139;8_1;8.0
601390000;8_1;8.0
60140;2_2;2.0
601400000;2_2;2.0
601410101;8_2;8.0
601410201;5;5.0
601410301;4;4.0
601410401;3_3;3.0
601410501;3_3;3.0
60142;5;5.0
601420000;5;5.0
60143;5;5.0
601430000;5;5.0
60144;2_1;2.0
601440000;2_1;2.0
60145;1;1.0
601450000;1;1.0
60146;1;1.0
601460000;1;1.0
60147;3_2;3.0
601470000;3_2;3.0
60148;3_1;3.0
601480000;3_1;3.0
60149;3_1;3.0
601490000;3_1;3.0
60150;3_1;3.0
601500000;3_1;3.0
60151;5;5.0
601510000;5;5.0
60152;2_2;2.0
601520000;2_2;2.0
60153;2_1;2.0
601530000;2_1;2.0
60154;3_1;3.0
601540000;3_1;3.0
60155;3_1;3.0
601550000;3_1;3.0
60156;4;4.0
601560000;4;4.0
60158;2_1;2.0
601580000;2_1;2.0
601590101;5;5.0
601590201;4;4.0
601590301;3_2;3.0
601590401;3_2;3.0
601590501;4;4.0
601590601;3_2;3.0
601590701;3_2;3.0
601590801;4;4.0
601590901;4;4.0
601591001;3_2;3.0
601591101;3_2;3.0
601591201;3_2;3.0
601591301;8_2;8.0
601591401;4;4.0
601591501;4;4.0
601591601;8_2;8.0
601591701;5;5.0
601591801;3_2;3.0
601591901;3_2;3.0
60160;3_1;3.0
601600000;3_1;3.0
60161;1;1.0
601610000;1;1.0
60162;2_2;2.0
601620000;2_2;2.0
60163;3_1;3.0
601630000;3_1;3.0
60164;2_3;2.0
601640000;2_3;2.0
60165;1;1.0
601650000;1;1.0
60166;2_3;2.0
601660000;2_3;2.0
60167;2_2;2.0
601670000;2_2;2.0
60168;1;1.0
601680000;1;1.0
60169;2_2;2.0
601690000;2_2;2.0
60170;3_3;3.0
601700000;3_3;3.0
60171;1;1.0
601710000;1;1.0
60172;5;5.0
601720000;5;5.0
60173;3_3;3.0
601730000;3_3;3.0
60174;1;1.0
601740000;1;1.0
601750101;5;5.0
601750102;5;5.0
601750103;5;5.0
601750201;6_1;6.0
601750202;4;4.0
601750203;4;4.0
601750204;4;4.0
601750301;4;4.0
601750302;4;4.0
601750401;4;4.0
601750402;3_3;3.0
601750501;3_3;3.0
601750601;4;4.0
601750602;4;4.0
601760101;3_1;3.0
601760201;2_3;2.0
601760301;8_1;8.0
601760401;5;5.0
601760501;2_2;2.0
601760601;4;4.0
601760701;2_2;2.0
60177;1;1.0
601770000;1;1.0
60178;5;5.0
601780000;5;5.0
60179;1;1.0
601790000;1;1.0
60180;2_2;2.0
601800000;2_2;2.0
60181;2_3;2.0
601810000;2_3;2.0
60182;2_2;2.0
601820000;2_2;2.0
60183;1;1.0
601830000;1;1.0
60184;2_1;2.0
601840000;2_1;2.0
60185;3_3;3.0
601850000;3_3;3.0
60186;1;1.0
601860000;1;1.0
60187;2_2;2.0
601870000;2_2;2.0
60188;5;5.0
601880000;5;5.0
60189;2_3;2.0
601890000;2_3;2.0
60190;2_1;2.0
601900000;2_1;2.0
60191;3_1;3.0
601910000;3_1;3.0
60192;1;1.0
601920000;1;1.0
60193;2_2;2.0
601930000;2_2;2.0
60194;1;1.0
601940000;1;1.0
60195;1;1.0
601950000;1;1.0
60196;1;1.0
601960000;1;1.0
60197;1;1.0
601970000;1;1.0
60198;1;1.0
601980000;1;1.0
60199;1;1.0
601990000;1;1.0
60200;1;1.0
602000000;1;1.0
60201;1;1.0
602010000;1;1.0
60203;2_2;2.0
602030000;2_2;2.0
60204;1;1.0
602040000;1;1.0
60205;2_2;2.0
602050000;2_2;2.0
60206;3_1;3.0
602060000;3_1;3.0
60207;2_1;2.0
602070000;2_1;2.0
60208;1;1.0
602080000;1;1.0
60209;2_3;2.0
602090000;2_3;2.0
60210;1;1.0
602100000;1;1.0
60211;3_2;3.0
602110000;3_2;3.0
60212;4;4.0
602120000;4;4.0
60213;2_3;2.0
602130000;2_3;2.0
60214;1;1.0
602140000;1;1.0
60215;1;1.0
602150000;1;1.0
60216;1;1.0
602160000;1;1.0
60217;2_1;2.0
602170000;2_1;2.0
60218;1;1.0
602180000;1;1.0
60219;2_2;2.0
602190000;2_2;2.0
60220;2_3;2.0
602200000;2_3;2.0
60221;3_2;3.0
602210000;3_2;3.0
60222;2_1;2.0
602220000;2_1;2.0
60223;5;5.0
602230000;5;5.0
60224;2_1;2.0
602240000;2_1;2.0
60225;2_3;2.0
602250000;2_3;2.0
60226;2_2;2.0
602260000;2_2;2.0
60227;1;1.0
602270000;1;1.0
60228;2_1;2.0
602280000;2_1;2.0
60229;1;1.0
602290000;1;1.0
60230;2_1;2.0
602300000;2_1;2.0
60231;2_2;2.0
602310000;2_2;2.0
60232;2_3;2.0
602320000;2_3;2.0
60233;4;4.0
602330000;4;4.0
60234;5;5.0
602340000;5;5.0
60235;1;1.0
602350000;1;1.0
60236;2_2;2.0
602360000;2_2;2.0
60237;1;1.0
602370000;1;1.0
60238;3_1;3.0
602380000;3_1;3.0
60239;2_3;2.0
602390000;2_3;2.0
60240;2_3;2.0
602400000;2_3;2.0
60241;1;1.0
602410000;1;1.0
60242;1;1.0
602420000;1;1.0
60243;3_3;3.0
602430000;3_3;3.0
60244;1;1.0
602440000;1;1.0
60245;5;5.0
602450000;5;5.0
60246;1;1.0
602460000;1;1.0
60247;1;1.0
602470000;1;1.0
60248;1;1.0
602480000;1;1.0
60249;3_3;3.0
602490000;3_3;3.0
60250;3_3;3.0
602500000;3_3;3.0
60251;3_3;3.0
602510000;3_3;3.0
60252;1;1.0
602520000;1;1.0
60253;2_3;2.0
602530000;2_3;2.0
60254;3_2;3.0
602540000;3_2;3.0
60255;2_1;2.0
602550000;2_1;2.0
60256;1;1.0
602560000;1;1.0
60257;2_2;2.0
602570000;2_2;2.0
60258;1;1.0
602580000;1;1.0
60259;3_2;3.0
602590000;3_2;3.0
60260;3_1;3.0
602600000;3_1;3.0
60261;1;1.0
602610000;1;1.0
60262;1;1.0
602620000;1;1.0
60263;1;1.0
602630000;1;1.0
60264;3_3;3.0
602640000;3_3;3.0
60265;3_1;3.0
602650000;3_1;3.0
60267;2_1;2.0
602670000;2_1;2.0
60268;1;1.0
602680000;1;1.0
60269;1;1.0
602690000;1;1.0
60270;2_2;2.0
602700000;2_2;2.0
60271;2_2;2.0
602710000;2_2;2.0
60272;3_1;3.0
602720000;3_1;3.0
60273;3_3;3.0
602730000;3_3;3.0
60274;2_3;2.0
602740000;2_3;2.0
60275;2_1;2.0
602750000;2_1;2.0
60276;1;1.0
602760000;1;1.0
60277;4;4.0
602770000;4;4.0
60278;1;1.0
602780000;1;1.0
60279;2_2;2.0
602790000;2_2;2.0
60280;1;1.0
602800000;1;1.0
60281;3_1;3.0
602810000;3_1;3.0
60282;8_1;8.0
602820000;8_1;8.0
60283;1;1.0
602830000;1;1.0
60284;3_3;3.0
602840000;3_3;3.0
60285;1;1.0
602850000;1;1.0
60286;8_1;8.0
602860000;8_1;8.0
60287;1;1.0
602870000;1;1.0
60288;2_1;2.0
602880000;2_1;2.0
60289;2_2;2.0
602890000;2_2;2.0
60290;3_3;3.0
602900000;3_3;3.0
60291;3_1;3.0
602910000;3_1;3.0
60292;2_2;2.0
602920000;2_2;2.0
60293;2_2;2.0
602930000;2_2;2.0
60294;1;1.0
602940000;1;1.0
60295;4;4.0
602950000;4;4.0
60296;1;1.0
602960000;1;1.0
60297;1;1.0
602970000;1;1.0
60298;1;1.0
602980000;1;1.0
60299;3_1;3.0
602990000;3_1;3.0
60300;1;1.0
603000000;1;1.0
60301;1;1.0
603010000;1;1.0
60302;2_3;2.0
603020000;2_3;2.0
60303;1;1.0
603030000;1;1.0
60304;2_1;2.0
603040000;2_1;2.0
60305;1;1.0
603050000;1;1.0
60306;1;1.0
603060000;1;1.0
60307;2_2;2.0
603070000;2_2;2.0
60308;1;1.0
603080000;1;1.0
60309;2_3;2.0
603090000;2_3;2.0
60310;3_3;3.0
603100000;3_3;3.0
60311;1;1.0
603110000;1;1.0
60312;1;1.0
603120000;1;1.0
60313;5;5.0
603130000;5;5.0
60314;1;1.0
603140000;1;1.0
60315;2_1;2.0
603150000;2_1;2.0
60316;1;1.0
603160000;1;1.0
60317;2_2;2.0
603170000;2_2;2.0
60318;2_2;2.0
603180000;2_2;2.0
60319;2_2;2.0
603190000;2_2;2.0
60320;2_3;2.0
603200000;2_3;2.0
60321;3_1;3.0
603210000;3_1;3.0
60322;1;1.0
603220000;1;1.0
60323;3_3;3.0
603230000;3_3;3.0
60324;2_1;2.0
603240000;2_1;2.0
60325;5;5.0
603250000;5;5.0
60326;3_1;3.0
603260000;3_1;3.0
60327;2_3;2.0
603270000;2_3;2.0
60328;1;1.0
603280000;1;1.0
60329;1;1.0
603290000;1;1.0
60330;2_2;2.0
603300000;2_2;2.0
60331;1;1.0
603310000;1;1.0
60332;3_3;3.0
603320000;3_3;3.0
60333;3_1;3.0
603330000;3_1;3.0
60334;1;1.0
603340000;1;1.0
60335;2_1;2.0
603350000;2_1;2.0
60336;1;1.0
603360000;1;1.0
60337;3_3;3.0
603370000;3_3;3.0
60338;5;5.0
603380000;5;5.0
60339;2_1;2.0
603390000;2_1;2.0
60340;3_1;3.0
603400000;3_1;3.0
60341;4;4.0
603410000;4;4.0
60342;4;4.0
603420000;4;4.0
60343;2_1;2.0
603430000;2_1;2.0
60344;1;1.0
603440000;1;1.0
60345;1;1.0
603450000;1;1.0
60346;8_1;8.0
603460000;8_1;8.0
60347;1;1.0
603470000;1;1.0
60348;2_2;2.0
603480000;2_2;2.0
60350;3_1;3.0
603500000;3_1;3.0
60351;2_2;2.0
603510000;2_2;2.0
60352;1;1.0
603520000;1;1.0
60353;1;1.0
603530000;1;1.0
60354;1;1.0
603540000;1;1.0
60355;3_3;3.0
603550000;3_3;3.0
60356;1;1.0
603560000;1;1.0
60357;2_3;2.0
603570000;2_3;2.0
60358;1;1.0
603580000;1;1.0
60359;1;1.0
603590000;1;1.0
60360;5;5.0
603600000;5;5.0
60361;2_3;2.0
603610000;2_3;2.0
60362;1;1.0
603620000;1;1.0
60363;1;1.0
603630000;1;1.0
60364;3_1;3.0
603640000;3_1;3.0
60365;2_1;2.0
603650000;2_1;2.0
60366;1;1.0
603660000;1;1.0
60367;2_1;2.0
603670000;2_1;2.0
60368;5;5.0
603680000;5;5.0
60369;3_1;3.0
603690000;3_1;3.0
60370;2_2;2.0
603700000;2_2;2.0
60371;1;1.0
603710000;1;1.0
60372;1;1.0
603720000;1;1.0
60373;2_2;2.0
603730000;2_2;2.0
60374;5;5.0
603740000;5;5.0
60375;1;1.0
603750000;1;1.0
60376;3_3;3.0
603760000;3_3;3.0
60377;1;1.0
603770000;1;1.0
60378;1;1.0
603780000;1;1.0
60379;1;1.0
603790000;1;1.0
60380;2_3;2.0
603800000;2_3;2.0
60381;1;1.0
603810000;1;1.0
60382;5;5.0
603820000;5;5.0
60383;2_2;2.0
603830000;2_2;2.0
60385;2_1;2.0
603850000;2_1;2.0
60386;2_2;2.0
603860000;2_2;2.0
60387;5;5.0
603870000;5;5.0
60388;2_1;2.0
603880000;2_1;2.0
60389;1;1.0
603890000;1;1.0
60390;2_3;2.0
603900000;2_3;2.0
60391;3_3;3.0
603910000;3_3;3.0
60392;3_3;3.0
603920000;3_3;3.0
60393;3_3;3.0
603930000;3_3;3.0
60394;1;1.0
603940000;1;1.0
603950101;3_1;3.0
603950201;5;5.0
603950301;5;5.0
603950401;4;4.0
603950501;3_2;3.0
603950601;4;4.0
60396;2_3;2.0
603960000;2_3;2.0
60397;1;1.0
603970000;1;1.0
60398;3_2;3.0
603980000;3_2;3.0
60399;1;1.0
603990000;1;1.0
60400;2_1;2.0
604000000;2_1;2.0
60401;1;1.0
604010000;1;1.0
60402;3_3;3.0
604020000;3_3;3.0
60403;3_1;3.0
604030000;3_1;3.0
60404;3_2;3.0
604040000;3_2;3.0
60405;2_3;2.0
604050000;2_3;2.0
60406;3_2;3.0
604060000;3_2;3.0
60407;2_2;2.0
604070000;2_2;2.0
60408;1;1.0
604080000;1;1.0
60409;3_2;3.0
604090000;3_2;3.0
60410;1;1.0
604100000;1;1.0
60411;2_3;2.0
604110000;2_3;2.0
60412;2_2;2.0
604120000;2_2;2.0
60413;2_2;2.0
604130000;2_2;2.0
604140101;3_1;3.0
604140102;3_3;3.0
604140201;5;5.0
604140301;3_2;3.0
604140401;4;4.0
604140501;3_3;3.0
60415;1;1.0
604150000;1;1.0
60416;1;1.0
604160000;1;1.0
60417;1;1.0
604170000;1;1.0
60418;2_1;2.0
604180000;2_1;2.0
60420;3_3;3.0
604200000;3_3;3.0
60421;3_1;3.0
604210000;3_1;3.0
60422;1;1.0
604220000;1;1.0
60423;2_2;2.0
604230000;2_2;2.0
60424;2_3;2.0
604240000;2_3;2.0
60425;2_3;2.0
604250000;2_3;2.0
60426;3_3;3.0
604260000;3_3;3.0
60427;1;1.0
604270000;1;1.0
60428;3_3;3.0
604280000;3_3;3.0
60429;3_3;3.0
604290000;3_3;3.0
60430;2_3;2.0
